Job,Operation,ToolSet,Processing Time,Priority
0,0,3238,92,True
1,0,3272,147,True
1,1,3272,147,True
2,0,636,4,True
3,0,89,74,True
4,0,2226,106,True
5,0,3245,59,True
6,0,3396,130,True
7,0,2058,178,True
8,0,1707,101,True
8,1,1707,101,True
9,0,2870,114,True
9,1,2870,114,True
10,0,1354,138,True
11,0,93,24,True
12,0,2967,106,True
13,0,1694,53,True
13,1,1694,53,True
14,0,132,39,True
15,0,3266,89,True
16,0,969,95,True
16,1,969,95,True
17,0,1574,34,True
18,0,3408,166,True
18,1,3408,166,True
19,0,566,45,True
20,0,3224,25,True
21,0,3130,163,True
21,1,3130,163,True
22,0,148,165,True
23,0,16,152,True
23,1,16,152,True
24,0,2772,18,True
24,1,2772,18,True
25,0,2012,117,True
26,0,925,50,True
26,1,925,50,True
27,0,511,61,False
27,1,511,61,False
28,0,3173,122,False
28,1,3173,122,False
29,0,3263,168,False
29,1,3263,168,False
30,0,2200,65,False
30,1,2200,65,False
31,0,196,16,False
31,1,196,16,False
32,0,1087,54,False
33,0,197,150,False
34,0,102,113,False
34,1,102,113,False
35,0,564,134,False
36,0,1647,11,False
37,0,2413,4,False
37,1,2413,4,False
38,0,2350,19,False
38,1,2350,19,False
39,0,111,174,False
40,0,2076,28,False
40,1,2076,28,False
41,0,486,53,False
41,1,486,53,False
42,0,62,158,False
42,1,62,158,False
43,0,532,68,False
44,0,461,168,False
45,0,2119,160,False
45,1,2119,160,False
46,0,2993,168,False
46,1,2993,168,False
47,0,469,17,False
47,1,469,17,False
48,0,3320,11,False
48,1,3320,11,False
49,0,85,41,False
